Z05_RES	NAME	typologie_ofs	typologie_binaire	PFNONE	PFOBL	PFGEN	PFPROF	PFMAT	PFPRSF	PFPRSS	PFBAC	PFMAS	PFPHD	PFS	PFPRES	ADO	ADUNE	NADFM	NADHO	NADRET	NADINV	NADOTH	ADM	ADF	AD3PRIM	AD3SEC	AD3TERT	ADD1AGR	ADD2EXT	ADD2BAS	ADD2HEA	ADD2LIT	ADD2IS	ADD2CST	ADD3TRD	ADD3TRS	ADD3ACC	ADD3IT	ADD3FIN	ADD3RE	ADD3PRO	ADD3SUP	ADD3ADM	ADD3EDU	ADD3HC	ADD3SOC	ADD3REC
6458.5	Neuchâtel Nord-Acacias	Espace des centres urbains	U	0.023866348	0.162887828	0.074980111	0.181980907	0.069411297	0.046738266	0.02326969	0.070206842	0.145783612	0.033412888	0.105011933	0.062450278	0.903413499	0.096586501	0.150892164	0.048487199	0.340574088	0.053529868	0.035686579	0.487587277	0.512412723	0.00973236	0.20729927	0.78296837	0.00973236	0	0.04379562	0.025790754	0.103649635	0.00243309	0.03163017	0.088077859	0.023357664	0.035036496	0.039416058	0.047201946	0.015571776	0.121167883	0.050121655	0.087104623	0.102189781	0.084184915	0.049635036	0.013138686
6458.6	Neuchâtel Centre-Trois Portes	Espace des centres urbains	U	0.010590631	0.137474542	0.055193483	0.180855397	0.097759674	0.050712831	0.025661914	0.06904277	0.190631365	0.052545825	0.081670061	0.047861507	0.924338801	0.075661199	0.115500502	0.038500167	0.236692333	0.030800134	0.026447941	0.541680616	0.458319384	0.006650042	0.195760599	0.79758936	0.006650042	0	0.044056525	0.028262677	0.088528678	0.004571904	0.030340815	0.106816293	0.025353283	0.064837905	0.051537822	0.039068994	0.01039069	0.110556941	0.04156276	0.047797174	0.10556941	0.066084788	0.061512884	0.030756442
6458.8	Neuchâtel Maladière-Monruz	Espace des centres urbains	U	0.015761489	0.172616787	0.063235853	0.220660843	0.065514622	0.052411698	0.033801747	0.055639954	0.133118116	0.038169389	0.083934675	0.065134827	0.910069444	0.089930556	0.110416667	0.059375	0.326388889	0.045486111	0.025694444	0.554861111	0.445138889	0.010247652	0.222886422	0.766865927	0.010247652	0	0.02177626	0.019214347	0.139197267	0.005123826	0.037574722	0.107600342	0.023057216	0.038855679	0.033731853	0.05764304	0.018360376	0.092228864	0.048676345	0.059350982	0.090093937	0.089239966	0.0529462	0.019641332
6458.9	Neuchâtel La Coudre-Chaumont	Espace des centres urbains	U	0.016075996	0.210449397	0.083485568	0.215564487	0.070697844	0.057179393	0.029777128	0.05169894	0.096821337	0.022104494	0.092619657	0.053525758	0.911983751	0.088016249	0.110020311	0.086323629	0.346310088	0.033852404	0.024712255	0.503046716	0.496953284	0.014894497	0.243690525	0.741414977	0.014894497	0.00206868	0.045097228	0.033926355	0.125362019	0.004551096	0.032685147	0.109226314	0.039718659	0.047579644	0.02813405	0.038477451	0.014480761	0.079437319	0.052544477	0.069507654	0.08978072	0.072403806	0.058336781	0.020686802
6459	St-Blaise-Hauterive	Espace des centres urbains	U	0.015673981	0.172587948	0.067049808	0.229014281	0.080808081	0.065308255	0.033960293	0.058516196	0.095088819	0.021072797	0.101880878	0.059038662	0.938308458	0.061691542	0.133665008	0.063681592	0.374792703	0.030182421	0.013266998	0.507462687	0.492537313	0.006002401	0.259703882	0.734293717	0.006002401	0	0.050820328	0.031612645	0.133253301	0.003201281	0.040816327	0.143257303	0.029211685	0.038415366	0.034813926	0.048819528	0.013605442	0.070028011	0.021208483	0.065626251	0.083233293	0.076430572	0.069627851	0.014005602
6461	La Tène	Espace des centres urbains	U	0.016921509	0.190010194	0.081957187	0.249541284	0.068093782	0.067686035	0.030784913	0.036289501	0.056472987	0.020998981	0.14108053	0.040163099	0.935260586	0.064739414	0.149022801	0.080211726	0.362785016	0.055781759	0.012214984	0.543973941	0.456026059	0.021171837	0.275726243	0.70310192	0.021171837	0.001477105	0.058591827	0.029542097	0.148202856	0.001969473	0.035942885	0.137863122	0.068931561	0.039389463	0.021171837	0.032003939	0.011324471	0.079763663	0.042343673	0.055145249	0.05465288	0.071393402	0.045790251	0.016248154
6487.1	Val-de-Ruz Cernier-Vue-des-Alpes	Espace sous influence des centres urbains	N	0.012869565	0.177913043	0.081565217	0.317565217	0.058956522	0.083304348	0.03026087	0.026782609	0.04626087	0.009565217	0.105043478	0.049913043	0.952606635	0.047393365	0.081457346	0.055094787	0.27813981	0.021623223	0.015995261	0.546800948	0.453199052	0.014700855	0.35008547	0.635213675	0.014700855	0.002735043	0.038974359	0.024615385	0.193846154	0.009230769	0.080683761	0.124786325	0.029059829	0.036581197	0.010598291	0.03965812	0.00957265	0.059487179	0.03042735	0.081367521	0.050940171	0.052649573	0.081367521	0.010598291
6487.2	Val-de-Ruz Savagnier-Col des Pontins	Espace sous influence des centres urbains	N	0.01238701	0.158520254	0.066789421	0.285236023	0.054904587	0.075661199	0.029963174	0.030967526	0.068798125	0.011717442	0.14412454	0.0609307	0.965996909	0.034003091	0.11561051	0.069242658	0.259659969	0.022874807	0.013601236	0.542503864	0.457496136	0.048660085	0.281734838	0.669605078	0.048660085	0	0.048307475	0.022919605	0.144922426	0.009520451	0.05606488	0.114245416	0.022566996	0.033850494	0.028208745	0.049365303	0.007052186	0.06629055	0.034908322	0.070874471	0.082510578	0.065585331	0.065585331	0.004231312
6487.3	Val-de-Ruz-Coffrane Rochefort	Espace sous influence des centres urbains	N	0.011461318	0.156829035	0.084240688	0.269531996	0.070105062	0.085577841	0.030181471	0.040496657	0.057115568	0.008213945	0.125883477	0.060362942	0.959945224	0.040054776	0.086614173	0.073947278	0.265662444	0.031496063	0.010955152	0.53782951	0.46217049	0.038167939	0.312977099	0.648854962	0.038167939	0	0.02892728	0.022900763	0.19164323	0.007633588	0.061872238	0.132181599	0.038167939	0.030936119	0.026918441	0.022900763	0.004419446	0.053836882	0.024909602	0.067898755	0.069104058	0.072719968	0.075130575	0.008035356
6512.1	Val-de-Travers Couvet-Bas Val	Espace hors influence des centres urbains	N	0.019340159	0.233598786	0.091202124	0.301668563	0.053659462	0.049488055	0.018012893	0.026734926	0.035456959	0.008342814	0.111111111	0.051384149	0.917750439	0.082249561	0.07029877	0.067135325	0.356766257	0.05026362	0.034446397	0.517398946	0.482601054	0.04612069	0.301724138	0.652155172	0.04612069	0	0.065948276	0.036637931	0.136206897	0.011637931	0.051293103	0.144396552	0.040086207	0.032327586	0.010775862	0.03362069	0.005172414	0.048706897	0.026724138	0.077586207	0.052155172	0.069396552	0.081465517	0.00862069
6512.2	Val-de-Travers Fleurier-Haut Val	Espace hors influence des centres urbains	N	0.026989134	0.240273396	0.10129688	0.297406239	0.068173852	0.059936909	0.010339993	0.018051174	0.030844725	0.006309148	0.096389765	0.043988784	0.943024862	0.056975138	0.104281768	0.063535912	0.472375691	0.05801105	0.024516575	0.521754144	0.478245856	0.058508447	0.33539349	0.606098063	0.058508447	0	0.063864854	0.023073754	0.162752369	0.008240626	0.077461887	0.133086115	0.041615163	0.037082818	0.01565719	0.037082818	0.018129378	0.035434693	0.029254223	0.049855789	0.058920478	0.035434693	0.076637824	0.016069221
6602	Anières-Hermance-Corsier	Espace sous influence des centres urbains	N	0.009160631	0.11887516	0.057946314	0.143587559	0.09629314	0.06561568	0.030677461	0.071793779	0.190029825	0.033873029	0.124627184	0.057520239	0.936416185	0.063583815	0.236549578	0.102712317	0.32103157	0.016451756	0.046242775	0.572254335	0.427745665	0.022043011	0.096774194	0.881182796	0.022043011	0	0.023655914	0.009139785	0.024193548	0.01344086	0.026344086	0.129569892	0.01827957	0.042473118	0.032258065	0.190322581	0.019354839	0.140860215	0.022043011	0.057526882	0.067204301	0.061827957	0.051612903	0.01344086
6603	Champagne	Espace sous influence des centres urbains	N	0.009164337	0.137931034	0.087449518	0.220410065	0.077197888	0.068033551	0.039608574	0.045511028	0.113544579	0.018173346	0.130164647	0.052811432	0.936652917	0.063347083	0.173246906	0.068061285	0.278432528	0.019151444	0.02327637	0.52946376	0.47053624	0.038776236	0.153326218	0.807897545	0.038776236	0.001422981	0.021700462	0.016364283	0.047314123	0.022411953	0.044112416	0.094628246	0.025613661	0.027392387	0.032372821	0.097118463	0.014229811	0.108146567	0.038064746	0.10565635	0.097118463	0.056207755	0.061543935	0.014585557
6607.1	Bernex Village-Loëx	Espace des centres urbains	U	0.008731718	0.140362366	0.079240341	0.23466492	0.082078149	0.05479153	0.038637852	0.04518664	0.115040384	0.015935385	0.127046496	0.058284217	0.938893476	0.061106524	0.138728324	0.055739059	0.309248555	0.030966144	0.024772915	0.509083402	0.490916598	0.007988018	0.138292561	0.853719421	0.007988018	0	0.008487269	0.010484274	0.049925112	0.027958063	0.041437843	0.105841238	0.036944583	0.028457314	0.040439341	0.105341987	0.014478283	0.089865202	0.044932601	0.102845731	0.102845731	0.06240639	0.068896655	0.012980529
6607.2	Bernex Vailly-Lully-Sézenove	Espace des centres urbains	U	0.0091818	0.132217915	0.082432157	0.224035911	0.087329117	0.080799837	0.041420118	0.044276678	0.120995715	0.021016119	0.115690675	0.040603958	0.929658577	0.070341423	0.192513369	0.055944056	0.419169066	0.025092555	0.023447141	0.515014397	0.484985603	0.024390244	0.117073171	0.858536585	0.024390244	0	0.022439024	0.010243902	0.033170732	0.01804878	0.033170732	0.109756098	0.035609756	0.027317073	0.030243902	0.088292683	0.025365854	0.096585366	0.037560976	0.101463415	0.10097561	0.077560976	0.070731707	0.013658537
6608.1	Carouge Vieux-Carouge-Fontenette	Espace des centres urbains	U	0.013412139	0.207319845	0.089793135	0.17958627	0.061832235	0.045919527	0.032507388	0.073653103	0.150261423	0.027278927	0.078426915	0.040009093	0.880046584	0.119953416	0.108695652	0.040372671	0.294642857	0.060947205	0.022127329	0.575698758	0.424301242	0.008709016	0.137295082	0.853995902	0.008709016	0.002561475	0.014856557	0.014344262	0.043032787	0.009221311	0.053278689	0.116803279	0.025614754	0.029713115	0.039446721	0.098360656	0.025614754	0.114754098	0.069672131	0.070696721	0.092213115	0.057377049	0.055840164	0.012807377
6608.2	Carouge Etoile-Acacias	Espace des centres urbains	U	0.017935046	0.205041202	0.09185652	0.19389239	0.082888997	0.042171595	0.030538051	0.04726127	0.121425109	0.01720795	0.095492002	0.054289869	0.887061878	0.112938122	0.134141064	0.03331891	0.297706621	0.062743401	0.022068369	0.526179143	0.473820857	0.002328289	0.133294529	0.864377183	0.002328289	0	0.017462165	0.011059371	0.025029104	0.021536671	0.058207218	0.100116414	0.030267753	0.057625146	0.009895227	0.162398137	0.025029104	0.101280559	0.069848661	0.060535506	0.073923166	0.0669383	0.059371362	0.017462165
6608.3	Carouge Pinchat-Praille	Espace des centres urbains	U	0.014373717	0.168172485	0.08110883	0.188706366	0.061601643	0.047843943	0.028131417	0.041273101	0.112320329	0.014579055	0.165297741	0.076591376	0.926660915	0.073339085	0.164797239	0.074633305	0.267903365	0.059965487	0.044003451	0.562985332	0.437014668	0.004707113	0.099372385	0.895920502	0.004707113	0	0.010460251	0.012552301	0.025627615	0.017259414	0.033472803	0.106694561	0.027719665	0.044979079	0.031903766	0.10251046	0.023012552	0.111924686	0.064330544	0.117677824	0.085774059	0.063284519	0.075313808	0.017782427
6608.4	Carouge Moraines-Val d'Arve	Espace des centres urbains	U	0.020786631	0.244344814	0.095985327	0.17424088	0.075402486	0.055431017	0.025473813	0.044018749	0.098634604	0.012431221	0.099857347	0.053393112	0.887762491	0.112237509	0.149529327	0.041998552	0.23968139	0.063721941	0.037291818	0.472121651	0.527878349	0.00756859	0.139545885	0.852885525	0.00756859	0	0.020340587	0.010879849	0.026490066	0.01371807	0.068117313	0.106906339	0.046830653	0.061494797	0.032639546	0.061494797	0.018448439	0.080416272	0.082781457	0.077105014	0.06102176	0.084200568	0.083727531	0.011352886
6612.1	Chêne-Bougeries Village-Conches	Espace des centres urbains	U	0.011647972	0.138050043	0.063632442	0.105478861	0.097713546	0.037748059	0.026962899	0.091673857	0.225409836	0.045081967	0.11755824	0.039042278	0.915740741	0.084259259	0.248148148	0.11712963	0.396759259	0.030092593	0.03287037	0.547222222	0.452777778	0.007303713	0.072428484	0.920267803	0.007303713	0	0.015216068	0.010346926	0.019476567	0	0.027388923	0.139379184	0.016433354	0.034692635	0.027388923	0.157029823	0.04017042	0.153377967	0.032866707	0.029214851	0.09373098	0.096165551	0.03347535	0.015216068
6612.2	Chêne-Bougeries Gradelle	Espace des centres urbains	U	0.010400181	0.138141533	0.076870902	0.176576984	0.1017409	0.052679177	0.030974452	0.072122993	0.161428894	0.047479087	0.093601628	0.037983269	0.905322416	0.094677584	0.180655067	0.091095189	0.66888434	0.020470829	0.030194473	0.532241556	0.467758444	0.002616089	0.073250491	0.924133421	0.002616089	0	0.008502289	0	0.020274689	0.002616089	0.041857423	0.116415958	0.022236756	0.026814912	0.008502289	0.160235448	0.026814912	0.149771092	0.036625245	0.088293002	0.069980379	0.107259647	0.039241334	0.018966645
6613	Chêne-Bourg	Espace des centres urbains	U	0.024490786	0.216779825	0.091416101	0.20271581	0.068016489	0.052255092	0.02400582	0.056983511	0.092022308	0.014912706	0.111299709	0.045101843	0.902211078	0.097788922	0.14953271	0.045817187	0.328698427	0.048780488	0.032596307	0.499202188	0.500797812	0.006614552	0.12387252	0.869512928	0.006614552	0	0.021948286	0.003908599	0.030667468	0.007215875	0.060132291	0.115453999	0.043595911	0.051112447	0.03096813	0.089296452	0.01864101	0.093505713	0.059530968	0.087793145	0.070655442	0.100721587	0.065243536	0.006013229
6616	Collonge-Bellerive	Espace des centres urbains	U	0.008184422	0.120174601	0.059746283	0.132860456	0.087164098	0.048288092	0.037511936	0.081025781	0.188650934	0.035738644	0.14554631	0.055108444	0.919296117	0.080703883	0.253640777	0.134708738	0.340412621	0.024575243	0.037317961	0.561286408	0.438713592	0.008984375	0.08125	0.909765625	0.008984375	0.003125	0.01328125	0.003125	0.03046875	0.0046875	0.0265625	0.123046875	0.01640625	0.0375	0.039453125	0.175390625	0.037109375	0.166015625	0.02734375	0.051953125	0.054296875	0.0890625	0.0375	0.012890625
6617	Cologny	Espace des centres urbains	U	0.004267425	0.12802276	0.061877667	0.105026079	0.088667615	0.042911332	0.044096728	0.105263158	0.217401612	0.051209104	0.114746325	0.036510194	0.914962325	0.085037675	0.22335845	0.135629709	0.516684607	0.015069968	0.075888052	0.578040904	0.421959096	0.0027894	0.071827057	0.925383543	0.0027894	0	0.014644351	0.011157601	0.027196653	0.005578801	0.013249651	0.157601116	0.011157601	0.018828452	0.039051604	0.191771269	0.048814505	0.159693166	0.043235704	0.047419805	0.067642957	0.059274756	0.032078103	0.019525802
6618	Confignon-Perly	Espace des centres urbains	U	0.005813953	0.134302326	0.087354651	0.221511628	0.075436047	0.0625	0.031540698	0.047674419	0.113226744	0.023110465	0.132994186	0.064534884	0.926666667	0.073333333	0.168985507	0.068115942	0.333333333	0.03942029	0.014492754	0.542318841	0.457681159	0.013585985	0.141580265	0.84483375	0.013585985	0	0.013585985	0.012870933	0.043260636	0.022881659	0.048981051	0.138362531	0.034680014	0.035395066	0.038970325	0.120486235	0.027887022	0.076510547	0.035395066	0.08938148	0.070790132	0.069360029	0.058634251	0.011083304
6621.01	Genève Cité-Rive	Espace des centres urbains	U	0.010212223	0.122387107	0.051061114	0.101164832	0.081219084	0.039891495	0.034625818	0.111057922	0.281314824	0.052178076	0.068134674	0.046752832	0.91594124	0.08405876	0.140097933	0.062295974	0.263873776	0.023667029	0.04515778	0.532644178	0.467355822	0.002895404	0.074194716	0.922909881	0.002895404	0	0.011581614	0.005066956	0.027868259	0.001447702	0.028230185	0.13897937	0.012667391	0.044154904	0.036192544	0.219326819	0.028230185	0.155989866	0.030763663	0.026782483	0.054288817	0.056098444	0.033659066	0.026782483
6621.02	Genève St-Gervais-Chantepoulet	Espace des centres urbains	U	0.019854235	0.218396582	0.066097009	0.107062076	0.082432772	0.054033677	0.02211611	0.079416939	0.164111586	0.029153054	0.091480271	0.06584569	0.860191638	0.139808362	0.092770035	0.045296167	0.254790941	0.056620209	0.038327526	0.600174216	0.399825784	0	0.077240566	0.922759434	0	0	0.015330189	0.002948113	0.021226415	0	0.037735849	0.141509434	0.036556604	0.108490566	0.038915094	0.110849057	0.020636792	0.093160377	0.063679245	0.043632075	0.074292453	0.054245283	0.065448113	0.023584906
6621.031	Genève Délices-Grottes Délices	Espace des centres urbains	U	0.025490556	0.204474601	0.079405832	0.147441775	0.070053182	0.042728773	0.022373006	0.07518797	0.196405648	0.020905923	0.061067302	0.054465432	0.875343721	0.124656279	0.092270089	0.030247479	0.302474794	0.047357165	0.020470516	0.500763825	0.499236175	0.003218021	0.097747385	0.899034594	0.003218021	0	0.015687852	0.013676589	0.034593725	0.003218021	0.030571199	0.162510056	0.031375704	0.06315366	0.044247788	0.098551891	0.010458568	0.094127112	0.076830249	0.066371681	0.059533387	0.048672566	0.041029767	0.022928399
6621.032	Genève Délices-Grottes Grottes	Espace des centres urbains	U	0.026545317	0.236822146	0.090633295	0.109025408	0.079825559	0.03811149	0.031285552	0.064277588	0.146947289	0.019908987	0.107887751	0.048729617	0.872570882	0.127429118	0.134437719	0.026760115	0.175215037	0.06721886	0.03759159	0.54507805	0.45492195	0.005541347	0.086104007	0.908354646	0.005541347	0	0.014919011	0.00341006	0.004688832	0.002131287	0.060954817	0.120204604	0.017050298	0.075021313	0.034526854	0.065217391	0.032395567	0.07374254	0.07374254	0.0771526	0.091219096	0.060528559	0.094629156	0.029411765
6621.041	Genève Pâquis-Navigation Navigation	Espace des centres urbains	U	0.024914509	0.242550073	0.074255007	0.130923302	0.080850024	0.040791402	0.032975085	0.053737176	0.15803615	0.033463605	0.079872985	0.047630679	0.865329513	0.134670487	0.103561195	0.0249693	0.2746623	0.043389275	0.047073271	0.553417929	0.446582071	0.002224694	0.067296997	0.930478309	0.002224694	0	0.017241379	0.004449388	0.013904338	0	0.031701891	0.128476085	0.045050056	0.111234705	0.044493882	0.072858732	0.027808676	0.094549499	0.076195773	0.049499444	0.067296997	0.061735261	0.050611791	0.043381535
6621.042	Genève Pâquis-Navigation Môle	Espace des centres urbains	U	0.03012987	0.252987013	0.087272727	0.115324675	0.067272727	0.037142857	0.026753247	0.081818182	0.177142857	0.022077922	0.053506494	0.048571429	0.871834827	0.128165173	0.105960265	0.026490066	0.183093105	0.055317491	0.022204908	0.521620569	0.478379431	0.002177463	0.086009799	0.911812738	0.002177463	0	0.007621121	0.007621121	0.01687534	0.00653239	0.047359826	0.104518236	0.047904192	0.111594992	0.037561241	0.097985846	0.031028851	0.11703865	0.077299946	0.032661949	0.066412629	0.028851388	0.038649973	0.018508438
6621.111	Genève Champel-Roseraie HUG	Espace des centres urbains	U	0.018249608	0.145015699	0.062794349	0.110086342	0.068877551	0.047488226	0.034144427	0.092817896	0.222723705	0.053767661	0.08889325	0.055141287	0.89688716	0.10311284	0.157198444	0.06381323	0.389494163	0.057587549	0.057976654	0.548638132	0.451361868	0.004032258	0.052923387	0.943044355	0.004032258	0	0.004032258	0.006552419	0.02016129	0.00453629	0.017641129	0.143145161	0.021673387	0.029737903	0.03578629	0.201108871	0.025705645	0.138104839	0.048387097	0.04233871	0.06703629	0.10483871	0.032762097	0.017137097
6621.112	Genève Champel-Roseraie Parc-Bertrand-Falaises	Espace des centres urbains	U	0.011762757	0.132206759	0.090954274	0.125745527	0.07239894	0.058316766	0.033134526	0.081013917	0.179589132	0.048873426	0.109840954	0.056163022	0.914916727	0.085083273	0.166908038	0.090152064	0.517740768	0.042722665	0.030412744	0.548153512	0.451846488	0.002244165	0.058348294	0.93940754	0.002244165	0	0.010771993	0.013464991	0.007630162	0.005834829	0.02064632	0.152603232	0.050718133	0.038599641	0.026929982	0.145870736	0.044883303	0.114003591	0.036355476	0.063734291	0.072710952	0.083931777	0.029174147	0.017055655
6621.113	Genève Champel-Roseraie Roseraie-Bout-du-Monde	Espace des centres urbains	U	0.011496656	0.132107023	0.063963211	0.135242475	0.109740803	0.043060201	0.024456522	0.094899666	0.191889632	0.058946488	0.085075251	0.049122074	0.883587001	0.116412999	0.185931715	0.064582476	0.399012752	0.038255862	0.039901275	0.517893871	0.482106129	0.006472492	0.094390507	0.899137001	0.006472492	0	0.018878101	0.005393743	0.021035599	0.002157497	0.046925566	0.163430421	0.033980583	0.038834951	0.028047465	0.158036677	0.030204962	0.097626753	0.036677454	0.031283711	0.065803668	0.087918015	0.067421791	0.01618123
6621.121	Genève Cluse-Philosophes Philosophes	Espace des centres urbains	U	0.024759285	0.212058689	0.071068317	0.10087116	0.049518569	0.04699679	0.027510316	0.097203118	0.216414489	0.037138927	0.070839065	0.045621275	0.86673774	0.13326226	0.086709311	0.029850746	0.197228145	0.044776119	0.034115139	0.506396588	0.493603412	0.003775366	0.11184521	0.884379424	0.003775366	0	0.012741859	0.008966494	0.03303445	0.002359604	0.054742803	0.096743747	0.031618688	0.068900425	0.019348749	0.102878716	0.014629542	0.126002832	0.064181218	0.062293535	0.101462954	0.062293535	0.056630486	0.022180274
6621.122	Genève Cluse-Philosophes Dancet-St-François	Espace des centres urbains	U	0.02104359	0.214301052	0.082241787	0.145157827	0.065707537	0.032639038	0.030921194	0.074726219	0.183594589	0.02920335	0.068284303	0.052179515	0.88119484	0.11880516	0.083503055	0.030549898	0.209775967	0.060081466	0.043788187	0.508825526	0.491174474	0.007469244	0.132249561	0.860281195	0.007469244	0	0.024165202	0.007029877	0.027240773	0.015377856	0.058435852	0.10456942	0.028558875	0.05228471	0.036906854	0.09314587	0.014938489	0.074253076	0.066344464	0.041300527	0.098418278	0.106326889	0.069859402	0.025483304
6621.123	Genève Cluse-Philosophes Minoteries-Augustins	Espace des centres urbains	U	0.027431421	0.246467165	0.074189526	0.155029094	0.069409809	0.041354946	0.020989194	0.070656692	0.161263508	0.025353283	0.062551953	0.045303408	0.892335766	0.107664234	0.110218978	0.040875912	0.329927007	0.074087591	0.030656934	0.509124088	0.490875912	0.001877934	0.106103286	0.892018779	0.001877934	0	0.008450704	0.002347418	0.047887324	0.010328638	0.037089202	0.133333333	0.025821596	0.05915493	0.028638498	0.083098592	0.027699531	0.088262911	0.075586854	0.051643192	0.114084507	0.078403756	0.069483568	0.007042254
6621.131	Genève Jonction-Plainpalais Coulouvrenières-Ste-Clotilde	Espace des centres urbains	U	0.022817025	0.211057481	0.072180781	0.125713032	0.067134708	0.038832821	0.040149188	0.075910487	0.222027205	0.021500658	0.059894691	0.042781922	0.869400414	0.130599586	0.091660924	0.038249483	0.237422467	0.052722261	0.022742936	0.514472777	0.485527223	0.006043701	0.107856811	0.886099489	0.006043701	0	0.019525802	0.011622501	0.033007903	0	0.043700604	0.155741516	0.026964203	0.054393305	0.030218503	0.092980009	0.023245002	0.106927011	0.063226406	0.060437006	0.091585309	0.033937703	0.054393305	0.017201302
6621.132	Genève Jonction-Plainpalais Mail-Ernest-Ansermet	Espace des centres urbains	U	0.029640428	0.205296404	0.074829932	0.150388727	0.060252672	0.046890185	0.033770651	0.07361516	0.166180758	0.026239067	0.086734694	0.046161322	0.890780731	0.109219269	0.125830565	0.04692691	0.24833887	0.076827243	0.014950166	0.50872093	0.49127907	0.002203857	0.094214876	0.903581267	0.002203857	0	0.017630854	0.005509642	0.012121212	0.007162534	0.051790634	0.095867769	0.036914601	0.037465565	0.033057851	0.090909091	0.019283747	0.112947658	0.062809917	0.092011019	0.112396694	0.062809917	0.050137741	0.026446281
6621.133	Genève Jonction-Plainpalais Jonction	Espace des centres urbains	U	0.03997093	0.283430233	0.101501938	0.144622093	0.073158915	0.029796512	0.028100775	0.054263566	0.113372093	0.018168605	0.076550388	0.037063953	0.87256848	0.12743152	0.087336245	0.031361651	0.246923382	0.069868996	0.043271139	0.519253672	0.480746328	0.007170436	0.16161059	0.831218974	0.007170436	0	0.026475455	0.00827358	0.051847766	0.001654716	0.073359073	0.115830116	0.030336459	0.092112521	0.024269167	0.086596801	0.009376724	0.075565361	0.078323221	0.053502482	0.073910645	0.038610039	0.084942085	0.027578599
6621.14	Genève Bâtie-Acacias	Espace des centres urbains	U	0.02973822	0.274764398	0.097801047	0.17382199	0.058219895	0.040837696	0.018848168	0.046073298	0.123350785	0.012146597	0.073089005	0.051308901	0.880159305	0.119840695	0.096307024	0.041274439	0.326937002	0.074583635	0.032223027	0.514844316	0.485155684	0.006196378	0.111534795	0.882268827	0.006196378	0	0.010009533	0.003813155	0.021448999	0.0042898	0.071973308	0.140610105	0.042421354	0.09056244	0.029551954	0.073879886	0.018589133	0.102001907	0.088179218	0.051477598	0.07006673	0.047187798	0.064823642	0.017635844
6621.211	Genève Eaux-Vives-Lac Niton-Jet-d'Eau	Espace des centres urbains	U	0.028632785	0.144356955	0.068718683	0.132665235	0.064423765	0.056788356	0.036029587	0.087091386	0.260558339	0.026008113	0.044858029	0.049868766	0.886296296	0.113703704	0.076666667	0.05037037	0.231481481	0.038518519	0.033703704	0.547777778	0.452222222	0.004356244	0.087124879	0.908518877	0.004356244	0.004840271	0.015488867	0.009196515	0.015488867	0.003872217	0.038238141	0.124878993	0.021297193	0.032429816	0.053242982	0.165053243	0.024685382	0.129719264	0.056147144	0.048886738	0.072604066	0.057599226	0.047434656	0.016456922
6621.212	Genève Eaux-Vives-Lac Villereuse	Espace des centres urbains	U	0.022373748	0.186021734	0.078201577	0.11442574	0.073939911	0.050500746	0.030683997	0.085872576	0.191561901	0.033027914	0.072874494	0.060515662	0.916636723	0.083363277	0.12217032	0.048508803	0.234998203	0.054617319	0.028386633	0.532878189	0.467121811	0.006369427	0.07188353	0.921747043	0.006369427	0	0.006824386	0.006369427	0.021838035	0.001819836	0.035031847	0.154686078	0.008189263	0.074158326	0.031847134	0.169244768	0.020928116	0.137397634	0.048680619	0.038216561	0.053230209	0.0577798	0.054140127	0.018653321
6621.213	Genève Eaux-Vives-Lac Montchoisy-Vollandes	Espace des centres urbains	U	0.021502836	0.151465028	0.077032136	0.168478261	0.082939509	0.050094518	0.024810964	0.067816635	0.213137996	0.035444234	0.061672968	0.045604915	0.873022481	0.126977519	0.10865945	0.042048293	0.368859284	0.043297252	0.032472939	0.527477102	0.472522898	0.002209945	0.074033149	0.923756906	0.002209945	0	0.013259669	0.005524862	0.035911602	0	0.019337017	0.159116022	0.014917127	0.044751381	0.031491713	0.128176796	0.035911602	0.144751381	0.059116022	0.051933702	0.083977901	0.072375691	0.040883978	0.01878453
6621.214	Genève Eaux-Vives-Lac Gare	Espace des centres urbains	U	0.011685229	0.175826182	0.076136571	0.143691802	0.078327552	0.04710608	0.029030491	0.076501735	0.171079058	0.028117583	0.10808837	0.054409348	0.882373596	0.117626404	0.162219101	0.052317416	0.359901685	0.036516854	0.029845506	0.469101124	0.530898876	0.001828154	0.066270567	0.93190128	0.001828154	0	0.012797075	0.007769653	0.017367459	0.004113346	0.024223035	0.118829982	0.025137112	0.050731261	0.035191956	0.179159049	0.033820841	0.126142596	0.058957952	0.062157221	0.06535649	0.06261426	0.0511883	0.005941499
6621.221	Genève Florissant-Malagnou Beaumont-Contamines	Espace des centres urbains	U	0.012913523	0.131456761	0.059489263	0.126813697	0.084155543	0.047011027	0.024376088	0.103308183	0.236215902	0.042222867	0.074289031	0.057748114	0.930140845	0.069859155	0.121408451	0.07943662	0.457464789	0.031267606	0.032957746	0.526478873	0.473521127	0	0.070391872	0.929608128	0	0	0.009433962	0.010885341	0.026487663	0.003265602	0.020319303	0.157837446	0.021044993	0.036647315	0.021770682	0.1712627	0.034107402	0.131712627	0.046806967	0.056603774	0.070391872	0.060232221	0.043541364	0.010159652
